text,sentiment,film_id
když jsem to viděl poprvé zcela mě to pohltilo ale dá se nato kouknout víckrát akční a sci fi filmy s vyjímkou star wars mě moc neberou ale tohle je naprostá špička originální myšlenka podle mě uchvátné triky cool vyzáž a zvuková stránka a pak akce akce akce ano troufl bych si to označit kultem,positive,9499
pamatuji si že když jsem viděl tenhle vánoční akčňák poprvé na videu někdy v roce znamenal pro mě úplné zjevení akční film a nehraje v němstalloneneboschwarzenegger ten hlavní hrdina není nezranitelný a neprůstřelný a jak to že si dovolí hláškovat to se přece v seriózním akčňáku nedělá no a tenhle nový typ hrdiny u mě na plné čáře zvítězil nad všemirambouskyaplukovníky matrixy kterým vlastně tímto filmem odzvonilo,positive,6642
respektuji chaplina jako průkopníka kinematografie a uznávám že kid patří do jejího zlatého fondu ve své době to byl jistě zázrak hodnotit film po sto letech od jeho vzniku je skoro až kruté ale jednoduše nemám potřebu předstírat že se ze mě rázem stal nadšenec do němých snímků,negative,1482
výborná poetická romance se sice nedrží věrně šrámkovy divadelní předlohy ale o to lépe vystihuje jejího ducha parádní herecký koncert s danou medřickou v čele film který se ani v padesátých letech nesnažil působit aktuálně a možná i proto ani po dalších více jak padesáti letech nezestárnul,positive,5370
první postava která se ve filmu objeví je cm vysoký a asi kg vážící král který zřejmě díky svému válečnému umění a mistrovskému umění boje s mečem dobyl celou zemi a ovládl všechny svoje protivníky asi to byla hodně krutá válka protože na jeho hradě mu zůstává asi tak sedláků a jedna čarodějka patrně v eugenické snaze vychovat rasu superbojovníků si pozval na oslavy do hradu hromadu gladiátorů aby se navzájem pozabíjeli proč by kdokoli jel bojovat do takové díry natožpak tam umřít si dokážu vysvětlit jen královou nabídkou na neomezené právo první noci v lokální populaci království zřejmě stojí na obrovských zásobách kobaltu a lithia protože se o něj zajímají démoni severští barbaři jižní barbaři a navzájem se tam klátí a sekají meči jako by se nechumelilo obsazení herců celému filmu dodává punc perfektní satiry jelikož mezi tlustými barbary prsatými barbary a kg vážícími bojovníky je nejsilnější a nejlepší dědek vypadající asi tak na let který protivníky poráží tak že je probodne ze zálohy ve chvíli kdy oslavují že ho srazili na zem jednou ranou there can be only one jak vás nalákám na zkouknutí tohohle díla můžete se těšit na nahá prsa prsa v bikini chainmail démonku svádějící letou ženu nabídkou lesbického sexu a high tech fantasy sluneční brýle které dávají člověku schopnost vidět meče,negative,292500
jediný snímek který po shlednutí mohu přetočit na začátek a koukat na něj znova nejemocionálnější film co znám lepší film už prostě nikdo nenatočí frank darabont snad musel upsat duši ďáblu protože jinak nechápu jak se mu podařilo tohle natočit,positive,2294
na počátku byla vize která se sice s obtížemi za to však s plným nasazením tvůrců postupem měnila v tolik očekávanou realitu ridley scott i futuristický výtvarník h r giger tímto odstartovali fenomén jenž předčil mnohá očekávání a právě to pozvolně narůstající napětí mezi posádkou a přizpůsobivým narušitelem dodávávetřelci ten tolik příznačný prožitek z neznáma kterým se nesmazatelně zapsal do povědomí diváků,positive,8265
výborný skvěle dramaticky a scénáristicky vypilovaný snímek o tom jak to mezi paraplegiky a podobně postiženými v reálném životě nechodí philippe totiž patří k tomu zlomku populace která si může dovolit život na zámku se spoustou personálu a v takovém prostředí se i ochrnutí snáší mnohem lépe než živoření někde v ústavu s vyhořelým personálem který dává všemožně najevo jak moc ho svojí pouhou fyzickou existencí štvete a který vás permanentně udržuje ve stavu mizerného přežívání jenže takový pravdivý film by nenabízel tolik hřejivého humoru zajímavých situací a přitažlivých postav vzájemná chemie mezi opatrovníkem drissem černošským plebejcem z periferie a aristokratickým příslušníkem vyšší třídy philippem je jednoduše dokonalá a plně funkční film neřeší jenom vznik jednoho velkého přátelství ale zajímavým způsobem se potýká i se střetáváním různých kultur společenských vrstev a věčného sváru tzv velké elitní kultury s popkulturou lidových mas nedotknutelní skvěle naplňují oba žánry ke kterým se hlásí těmhle hrdinům se smějete a zároveň se o ně bojíte kromě výše uvedené výtky bych měl snad jen jedinou ten film je svým dovětkem zbytečně doslovný tady bych nechal více méně otevřený konec a prostor pro divákovu fantazii celkový dojem,positive,306731
už bych se nepodíval na klasickou verzi se vládne všem nejsilnější momenty filmu jednoznačně bitka v morii a uslzený konec jenž považuji za nejdojemnější filmovou scénu všech dob snímek o oběti o přátelství a neskutečném odhodlání fantasy jak má být připravte si kapesníky frodo jde do mordoru,positive,4711
začátek je celkem pěkně impresionistický ale samozřejmě bohužel to hned pomine a po zbytek filmu mě animace už nebaví nejlepší písničku má přirozeně záporák v zeleném dýmu ale ani tak si ji nebo žádnou jinou nepamatuji a nemám potřebu slyšet někdy znovu a co je proboha s těmi všemi prdícími a krkacími vtipy gotické dítě ve mně je prostě hrubě nespokojené,negative,6741
jistě tento western se prostě bude pořád srovnávat stenkrát na západě ale ať se snažím sebevíc nemůžu prostě přijít na to který se mi líbil více či méně stačí když řeknu že kdyby nebylo sergia leoneho tak westernový svět by o hodně přišel navíc mladý eastwood měl vážně charisma na rozdávání když chceš střílet tak střílej nemluv,positive,5910
skladby davida lynche mají neuvěřitelný rozsah skrývá spoustu tajemství jedinečnou rozmanitost často večer si ve tmě lehnu pustím skladby davida zavřu oči a ponořím se do jiného světa neuvěřitelný zážitek miluju nový album the big dream a má nejoblíbenější skladba jewishing well jeho melodie mě nadnáší a hlas proniká do duše,positive,6254
tělesné výměšky šesti mužů se sirénou v pozadí dokonalá obrazová orgie haha k tomuto filmíku by člověk potřeboval vystvětlivky neřkuli doslovné převyprávění mrzí mě to obvzlášť když vezmu v úvahu že jde o davidovu prvotinu ale když člověk hledí s podepřenou hlavou na věci kterým nerozumí je to prostě jedno velké zklamání,negative,6257
vetřelci už nabízí propracovanější triky a efekty vlastně to jediné co mi trochu scházelo u prvního dílu navíc mají zatraceně dobře udělané akční scény které film drží ve vysokém tempu a to i při trochu delší stopáži a nedají divákovi ani na chvíli vydechnout ale při vší té bombastické akci se nějak trochu vytratila ta původní hororová atmosféra se všemi těmi lekačkami k toho už moc nechybí ale k udělení plného počtu mi brání konec který je na mě až příliš v hollywoodském stylu každopádně silné opravdu zdařilé pokračování,positive,1245
pokud po vaší rodině jde obrovský žralok není nic lepšího než se za ním sám vydat na otevřené moře lorraine gary mi v tomhle filmu přijde neskutečně otravná a hysterická dvě hvězdy dávám proto že jsem viděl i horší sračky,negative,17222
skvělý dobrodružný film který po letech mírně ztratil kouzlo a má několik technických nedostatků hadice místo hadů při pohledu zblízka jsou zřetelně vidět a v jednom záběru je vidět že kobra která ohrožuje indyho je snímána přes sklo ale ta kvalita ve filmu nad chybičkami převládá například si nedovedu představit že by místo harrisona forda hrál zamýšlený tom selleck určitě je série o indianu jonesovi nejlepším dobrodružným filmem všech dob,positive,8650
tohle mi sedlo ještě o něco více než zabil jsem einsteina pánové možná zde není až tolik humoru ale jako sci fi film navíc z roku více než výborné napínavé vtipné dobře herecky obsazené američtí turisté nebyli špatní ale film stál jednoznačně na trojici neonacistů a navíc cestování v čase vcelku přehledné a propracované skoro plný počet ale parodování hitlera drhlo a o trošičku víc humoru by nezaškodilo,positive,7404
namaturitujsem se podíval hlavně proto abych se přesvědčil jestli je opravdu tak špatná není ale moc nechybí kamera je na film tohohle ražení docela slušná a do první reklamy jsem se i bavil poměry ve školství jsou sice vyobrazeny značně přehnaně je ovšem pravdou že pro učitele je ministerstvo školství opravdu nepřítelem číslo jedna ale když došlo na šílené vize protagonistů o přepadení ministerstva a bláznivých zkouškách šel celý film do sraček a zůstal v nich až do hořkého konce x,negative,346744
neustále dramatické pohledy vzdechy poletovani po místnostech s rozevlatymi zavoji ne nechci být vezirem chci být malířem nemám ráda afektovanost a tady je jí víc než je únosné,negative,5369
všetko podstatné uvidíte v traileri nová móda robiť filmy ako dokument ma prestáva baviť avšak pri tomto filme mi to bolo úplne jedno pretože po obsahovej stránke je to neuverite ne slabé prvých minút som sa nehorázne nudil a pozerať sa na pastora ktorý len kecá a podvádza sám neverí na démonov bolo filmovým utrpením keď už sa niečo malo udiať tak sa kamera začala o to viac trepať a záhadným sp sopom sa začal rozmazávať obraz takže ste aj tak prd videli záver ako vystrihnutý z filmu záhada blair witch a to už bol vrchol naozaj všetkého ako fanúšik hororového žánru musím povedať že pre mňa ide o najv čšie sklamanie roka idem kuknúť buried s ryanom reynoldsom pod a hodnotenia to m že byť lah dka,negative,277529
když budu film hodnotit po hororové stránce tak je to čistá nula k vidění toho kromě několika kapek krve a jednoho podříznutého krku víc nebylo režiséra i celý jeho tým bych nechal zavřít do železné panny a nechal je tam shnít aby už nic dalšího v životě nenatočili na druhou stranu se mi alespoň líbil docela solidní výběr hereček které měli rozhodně co ukázat pokud ovšem budu chtít vidět eroticky ladění film tak se porozhlídnu někde jinde a tenhle paskvil už nikdy více nechci vidět za pěkné ženské dám jednu,negative,240359
tak toto bolo niečo neuverite ného ešte teraz nad tým premýš am a v bec si nie som istá že som to všetko pobrala atmosféra bola tiesnivá a presýtená paranoiou k prasknutiu herecky všetko precízne a tak trochu teatrálne na čo u polanskiho nie som zvyknutá ale tento film si to priam žiadal navzdory všetkému ho nevidím ako jeden z jeho najlepších napríklad pianista ma rozhodne oslovil viac dávam lepšie,positive,7350
tenhle film je neuvěřitelný clint eastwood si zaslouží oscara jeho hlášky nás doslova donutí políbit koberec či linoleum záleží čím je náš byt vybaven v křečích smíchu tohle je emociální humorná jízda až do samotného vyvrcholení perfektní záležitost,positive,240479
zajímalo by mě co by tomuto výtvoru řeklnejslavnější rodák z odense čiré utrpení pro všechny rodiče kteří na tento absolutně amatérský počin vyrazili se svými dětmi do kina odpočítával jsem minuty do konce prakticky od začátku a modlil se aby ty kreslené pasáže neprostupovaly celým filmem na druhou stranu pokud se to líbí dětem a vykouzlí pohledná princezna a obskurní osazenstvo zámku úsměv na jejích tvářích zůstává tak názor všech rodičů irelevantní stejně jako ten můj,negative,1442802
jeden z najlepsich ceskoslovenskych filmov z obdobia svetovej vojny aky som videl kruta doba v ktorej stacilo povedat jedno krive slovo alebo si z niekoho urobit srandu v novinach a moze to mat katastrofalne nasledky treba vidiet františek smolík profesor málek jana brejchová jana ivan mistrík vlastík ryšánek jan šmíd františek petr kostka honza rudolf hrušínský st zajíček zuzana stivínová vlasta jiří kodet zajíček ml hudba zdeněk liška,positive,5342
válka vždy umocní to špatné v lidech nikdy to dobré vždy to špatné pravil ten který dokázal opak a velmi cenná ale snad až příliš suše precizní filmová připomínka té největší tragédie druhé světové,positive,8653
dustin hoffman to zahrál fakt skvěle tom cruise zdatně sekunduje rain man vás dostane to slibuji soundtrack je v některých místech vážně skvělý a lepší trip napříč státy tu ještě nebyl na forresta to ztrácí hlavně tam chybí klasicky humor ale stale je to dobrý film a to od režiséra kterého sem vůbec neznal ted to budu muset doběhnout a čumnout se na jeho další snímky paráda,positive,5954
otrasné a to mám rád blbosti blbý a blbší plnou parou vzad i českú kinematografiu avšak panic je nanic výborný názov ktorý do kín priláka množstvo divákov je zosobnením všetkých záporov akým celovečerný film m že trpieť príšerná réžia scenár útočí na diváka na všetkých frontoch traja chlapčenskí hrdinovia sú až tak bolestivo neschopní hereckého výkonu až mi boli odporní nevraviac o tom že keď sa vyzliekli mal som pocit že pozerám pedofilné porno producentom chýba súdnosť od prvých minút soundtrack je o ničom komické scény nie sú komické dialógy sú také strojené až to nie je pekné a jediné čo zostáva sú tie štyri pi dievčence,negative,215254
třetina filmu se odehrává v italštině v druhé třetině se také nic neděje a ta poslední třetina by možná vydala na jeden průměrný film jenže coppola opět nechtěl nic z přemrštěné stopáže vypustit takže film se táhne jako týden před výplatou i když jsem si jeho sledování rozdělila na tři části bylo to k uzoufání nudné jediné scény které mě bavily byly s duvallovým právníkem,negative,1645
burákovy povídačky u mě vedou víc než původní auta snad protože je to víc variabilní co příběh to jiná úchylárna snad proto že ty vtípky jsou víc pro dospělé jo jo zlatý prvníshrek,positive,277505
čekal jsem mnohem větší sranec ve stylu mého srdcového octopusu ale ono se to celkem dalo vydržet ostrov je pravděpodobně jeden z havajských kde se točil lost protože podobnost je opravdu veliká zbytek je ale pitomá slátanina modrooký španěl robotická chůze hromového ještěra zabití jedinou zapálenou střelou z kuše bez ohně se šípy odrážely milostná scéna ve stromě wtf betonová pyramida přešpatné cgi důmyslné dialogy a demence postav ejakuláta či jak se sakra jmenovala je docela hezká a až na svůj prazvláštní podlouhlý ksich a dokonale oholené nohy se na ni dívá docela dobře je to hrozné ale jisté kvality to má proto střílejte néé ustupte né střílejte,negative,240892
solidní deprese s ještě depresivnější tildou swinton co více dodávat kevina byste doma nechtěli,positive,277621
šel jsem do kina na nového nolana nového batmana nebo posledního ledgera a proč bych to vůbec řešil já šel prostě na temného rytíře a škatulkování evidentně neřešil ani sám nolan dark knight totiž není otrocká adaptace komiksu není to aní klasický letní blockbuster a není to dokonce ani studie dvojího života superhrdiny jako bylbatman begins nolan použil jen ty komiksové substance které chtěl viz reálné město poskládal je jak chtěl viz dva záporáci v jednom filmu svým neuvěřitelným talentem je doplnil o úžasně temnou atmosféru a navrch přidal i špetku resp nemalou špetku špičkové vysokorozpočtové akce před kterou by drtivá většina blockbusterů zbledla závistí čímž vytvořil vskutku nezapomenutelné a geniální dílo v takto precizní a dokonalé filmařině pro mě jedinou pihu na kráse představuje obsazení role rachel nedostatečně atraktivní osobou ps můj pokus o recenzi zde,positive,223734
bravurní česká sci fi komedie geniální nápad a skvělé zpracování a to se psal rok časové smyčky návraty na stejná místa sledování sebe samotného atd miloš macourek je prostě pánem svého oboru film je navíc obsazen těmi nejlepšími herci tehdejší doby jedna z mojich top komedií,positive,7404
prečo sa ja idiot vždy nechám v požičovni nalákať skvelým obalom na film o ktorom vopred viem že sa jedná o brak vivat amerika je jeden z tých prípadov obzvlášť vydarená je záverečná scénka s explóziou pri ktorej krásne vidno nosné laná letiaceho kaskadéra asi nevyšlo na cgi,negative,6242
víš ty vůbec kdo to byl galileo galilei vím hrál za juventus fotbalista když jsem se o existenci tohoto snímku zcela náhodně dozvěděl v knize encyklopedie fantastického filmu nevěřil jsem že bych ho kdy mohl vidět ale stalo se a jsem za to rád jedná se totiž o poměrně zajímavý kousek kde vedle záhad nechybí ani humor prostřední povídka možná slabší ale ty dvě zbylé mě bavily a vůbec mě takové filmy baví více než nablýskané hollywoodské blockbustery za sto miliónů dolarů snímek je k vidění na youtube,positive,5346
tenhle film se o stupiditu se svým předchůdcem podělil rovným dílem tvůrci asi mají rádi pulp fiction protože takovou dávku sprostých slov brutality a cool střílení z pistole jsem už dlouho neviděl záporáci jsou tak blbí že se dokonce nechají svést k vypití dryáku od zajaté letušky ta oslovuje obřího krokodýla při závěrečném zúčtování mizero a ze stovky cestujících v uneseném letadle přežijí havárii hlavně únosci letušky pilot a zopár cestujících aby měla ta nenasytná obluda co žrát tím se dostáváme k tomu nejhoršímu co ve filmu uvidíme totiž digitálně otřesně zpracovanému krokodýlovi který skáče do prvního patra chytá helikoptéry za letu a otočí se na ploše metr a nakonec nás čeká naprosto tupá dodatečná scéna tenhle film si pusťte jedině v případě že vám sledování podobných snímků činí tak trochu zvrácené potěšení jinak se mu velkým obloukem vyhněte,negative,164926
ctvrty dil sagy proboha snad uz posledni uz trojka byla hrozna snazila se nalakat hlavne na d coz se moc nepovedlo no a tady uz prakticky lakat neni na co spatne jako trojka s tim ze tady i ta atrapa zraloka je hrozna nic vic se na to napsat neda tech davam scenaristum za to ze i v tehle kasi dovedli ustat logickou kontinuitu deje a postav no neni to moc ale aspon neco,negative,17222
sci fi žáner mi nie je cudzí v literárnej ani filmovej podobe dá sa povedať že patrím do skupiny jeho neortodoxných fanúšikov preto ma námet snímku priatelia bermudského trojuholníka ihneď zaujal myšlienka presunutia tohto nevysvetlite ného úkazu do socialistického československa je odvážna a originálna dosť dobre sú napísané aj scenáre ku trom samostatným poviedkam z ktorých sa skladá tento film akurát to kostrbaté spracovanie od neskúsených režisérov a slabé výkony v čšiny zúčastnených ne hercov značne znižujú kvalitu tohto projektu,negative,5346
it s a strange world isn t it tak skvělou aféru kolem jednoho bezprizorního ouška nedokázal vycucat ani mike tyson a jeho náhlá chuť něco zakousnout během mače s holyfieldem on je v zásadě modrý samet totiž naprosto běžný thiller akorát prohnaný umírněnější prášky notně utlumenou hemisférou lynchovy bizarní imaginace vznikla tak běžnému divákovi asi nejpřístupnější lynchovina tedy odpadají duna a alvin což však ani zdaleka neznamená že by to dávalo kdo ví jaký smysl stejně jako tento komentář a teď babo raď co tím chtěl básník říci že možná jen to že modrá je prostě dobrá i navzdory iritujícímu přehrávání laury dern a dennise hoppera lynch tedy ve výsledku může děkovat hlavně sobě a badalamentimu skoro jsem v pokušení pronést že druhému jmenovanému především,positive,6247
film sa určite vymyká priemeru masovej tvorby tich rokov neznámy vrah ktorí m že byť prakticky ktoko vek kto nosí uniformu vytvoril aj vďaka charizme roberta z dara ktorí sa pre túto úlohu priam narodil naozaj dusnú a nepredvídate nú atmosféru škoda len nezvládnutej a nerozvinutej detektívnej časti ktorá mala potenciál vytvoriť z filmu niečo viac takto sa maniac cop stal filmom ktorí je pre mnohých iba nostalgickou spomienkou na starú vhs ku a pre iných je to príjemné prekvapenie a úctyhodné predstavenie policajta na ceste za svojou zvrátenou spravodlivosťou,positive,6238
docela zajímavý nápad celé to hraju divadýlko pro křesťany abych z nich vytřískal peníze z něčeho rodinu živit musím který je podtržen tím že se tváří jako dokument v dnešní době tak originální bohužel příliš dlouhý rozjezd na těch necelých minut a neskutečně nevydařený závěr dělá z tohoto filmu docela podprůměr,negative,277529
viděla jsem zhruba polovinu smrtící temnoty než jsem byla vysvobozena spánkem banda nesympatických herců dementní dialogy zápletka slaboučká a blboučká scénář psala uklízečka amatérsky ubohá kamera obsluhovala ji asi ta stejná uklízečka laciná výprava i kulisy režie byla zřejmě rovněž ponechána na starosti uklízečce jednoduše špatný film a jen nudně špatný nikoliv vtipně špatný hvězdička za nepatrnou možnost že v druhé půlce mohlo být třeba něco lepšího,negative,229516
priamočiare a málo tajomné bodajby aj nie keď od samého začiatku hrajú filmári s otvorenými kartami nie až tak dobré ako sa tvrdí ale už len za tú scénu úteku hanibala na slobodu by som oscara udelil aj ja najlepší a nikdy neprekonaný diel hannibalovskej trilógie,positive,2356
na samotném počátku byli bratři laurence a andy wachowští od roku uběhla dlouhá doba z těchto bratrů jsou dnes sestry lana a lilly wachowští jedna věc se ovšem zcela určitě nezměnila matrix od bratrů sester wachowských nadále zůstává zásadním milníkem kinematografie a spousta filmových diváků ho dodnes pokládá za jeden z nejzásadnějších filmů který je osobně definuje jako filmové fanoušky a není se čemu divit matrix je totiž po všech stránkách dodnes skvělou záležitostí a roku wachowští představili pravděpodobně nejzajímavější sci fi svět od dob původních star wars wachowští brali inspiraci všude možně kromě různých anime videoher komiksů a hongkongských akčních filmů nebo především i z filozofických teorií například o potenciální existenci našeho světa v simulaci to pro matrix znamená několik věcí nejen že z něj jde v mnoha momentech cítit videoherní i anime estetika akce se podobá vrcholům z hongkongských filmů ale především jsou v něm právě ony filozofické úvahy a neskutečný přesah který dodnes může v mnoha ohledech působit inspirativně a dovést k divákovu zamyšlení nad jeho vnímáním světa matrix je tak nejen stylovou akční peckou ale také neskutečně chytrým filmem a geniální příklad toho že film může být nejen sexy a cool ale především právě i skutečně chytrý matrix do jisté míry předběhl svojí dobu v roce šlo o zásadní film jeho témata ale přesahují až do současnosti v roce byl internet ještě v ranných letech a pravděpodobně nikdo nemohl odhadnout jakým směrem se internet v následujících letech vydá wachowští nicméně přišli se scénářem který jakoby náhodou skutečně předpověděl budoucnost především je ovšem matrix i filmem o přeměně což potvrdila i lilly wachowski dle ní byl v počátku matrix alegorií na transexualitu právě v podobě přeměny hlavního hrdiny hlavní hrdina neo sice na rozdíl od scenáristů a režiséru filmů nezmění pohlaví přesto i on se musí stát z hackera tím čím v jádru je vyvolený kromě dvojice wachowských jsou klíčová i další důležitá jména jedním z nich je i yuen woo ping čínský režisér kaskadér a choreograf se zapsal jako autor choreografie k tenkrát v číně a režisér železného opičáka kde si též ohlídal choreografii padl do rukou bratrů wachowských právě díky tomu že oba bratři měli jeho filmy rádi a chtěli mít za choreografa mistra mezi choreografy v hongkongu woo ping svolil až v moment kdy ho storyboardy bratrů velmi zaujali a také dostal dovolení aby měl v rámci akční stránky naprosto volnou ruku díky tomu tak za matrixem stojí jeden z nejlepších choreografů všech dob a je to znát matrix byl tím filmem který přivedl styl wire fu do hollywoodu a akční scény tak mohli začít sázet na zavěšené herce kteří ve vzduchu přidrženi drátem předváděli pro hongkongskými filmy nepolíbené diváky něco neskutečného a i když nějaký divák přece jen ty hongkongské filmy dávno znal matrix v rámci wire fu převedl tak neskutečné věci že i fanda hongkongských filmů jednoduše musel při sledování filmu vlhnout blahem důležitý je i samotný vizuál kdy se kamery chopil bill pope matrix stojí za vznikem efektu bullet time nejen že tento vizuální nápad skvěle padl k estetice virtuální reality ale především byl jednoduše dechberoucí několik desítek foťáků vytvořilo tak specifický vizuální efekt že si z něj v následujících letech tak trošku lehce utáhl i shrek nebo simpsonovi pope především dle vize wachowských též dokonale zvládl vizuální stránku ať už v oblasti specifických výběrů filtrů kterým divák při zapnutí mozku snadno rozliší zda se aktuální scéna odehrává v simulaci či v realitě a nebo právě dokonalým natočením akčních scén sebelepší choreografie je bez správně přehledné kamery a následně povedeného střihu k ničemu naštěstí díky popeovi a střihači zachu staenbergovi toto není ten případ a i díky tomu jsou akční sekvence v matrixu tak skvělé wachowští se převedli nejen jako schopní režiséři ale především bravurní scenáristé příběh matrixu skutečně obsahuje spoustu jednotlivých funkčních celků a především má plnokrevné postavy matrix je na první pohled velmi vděčnou podívanou přesto též docházelo k tomu že ho diváci správně nepochopili to jen dokazuje že je klíčem k plnému uvědomění dokonalosti matrixu nutné vnímat každý jednotlivý detail a to buďto v různých záběrech nebo v dialozích je to zcela určitě sofistikovaná záležitost která je ovšem zároveň pořád neskutečně stylová a především představuje dokonalou ukázku hero s journey hlavní hrdina neo si projde tím nejlepším příkladem hero s journey neo je vytržen ze své do jisté míry osamělé sociální bubliny a musí se setkat s tvrdou realitou a navíc s tím že dle mnohých je právě on tím kdo má šílenou realitu zastavit jenomže je pochopitelně k ničemu to že v něj věří několik lidí když si sám neo o své důležitosti tak jistý není po vzoru jeho představitele keanu reevese si tak neo musí projít tvrdým výcvikem v simulaci kdy mu jen čas ukáže zda je skutečně tím vyvoleným keanu reeves je v tomhle ohledu geniální castingová trefa kdy je nejen sympatickým protagonistou ale především je hrdinova cesta v podání reevese skutečně přesvědčivá navíc je reevesovo ztvárnění už tak ikonické že by si člověk nyní jen těžko představil willa smitha nebo brada pitta laurence fishburne jako výtečný mentor morpheus carrie anne moss jako velmi přitažlivá hackerka v latexu trinity joe pantoliano jako cipher nebo především hugo smith jako agent smith smith je sice programem přesto jeho postava není bezduchá nejen že má do jisté míry zajímavou motivaci která vyloženě netkví z jeho přirozeného naprogramování ale už zde jsou úkazy které naznačují že by smith mohl být oříškem i pro své stvořitelé což ostatně dokázali i další dvě pokračování soundtrack dona davise i po letech funguje tím správným způsobem zelené pozadí nastoupilo v té nejlepší formě a matrix do velké míry sázel na funkční praktické efekty matrix nejen schopně zapracoval filozofické elementy ale zároveň jeho čerpání pocta mnoha zdrojům nepůsobí monotónně ale skutečně jako schopné vzdání pocty a zároveň dodání něčeho nového matrix byl už v roce speciální a platí to dodnes protože i různé variace které přišli poté se nezachrání od faktu že matrix jednoduše přišel dřív dalo se z matrixu vlastně vymlátit ještě o poznání víc neomrzel se alespoň trochu po těch letech asi možná trochu jo a absolutně vůbec první matrix je i po letech absolutní pecka která se právem zapsala jako jeden z nejzásadnějších milníků posledních let onen wow moment sice po prvním zhlédnutí už divákovi nikdo nevrátí genialitu matrixu to ovšem ani po zhlédnutích neshazuje ani trochu matrix bude i v následujících letech zásadním filmovým milníkem kterému ani případné pochybné kvality matrixu neseberou nic z jeho výjimečnosti je totiž dodnes nestárnoucí pecka která bezpochyby tak trochu přepsala pojem film tak jak jej známe matrix není jen film to je život,positive,9499
prvním dílem vydělal coppola těžký prachy a na dvojce je to znát rozmáchlá výprava stovky stovky komparzistů ale někam se vytratily emoce zejména v první půli je dějová linie s michaelem corleonem poměrně nezajímavá naopak vzpomínky na vita corleona jsou působivé je požitek sledovat tehdy ještě málo známého de nira všechny mé výčitky vzaly za své závěrečnou třetinou a emočně vypjatým koncem nezapomenutelný je poslední záběr na tvář michaela corleoneho na muže obtěžkaného tíživým svědomím s vráskami pod očima a šedivějícími vlasy na muže který získal moc ale ztratil lásku,positive,1645
už samotný název vyjadřuje debilitu tohoto fimu nulové herecké výkony a nulový scénář mohly dát vzniknout jedině nulovému filmu s nulovým dějem a zápletkou tohle teda stříbrná superstar nezvládla,negative,215254
místy zajímavé a dost legrační ale místy dosti trapné přesto jde o komedii na kterou bych se možná podíval i podruhé kdyby tedy nebylo nic jiného,negative,5367
